名稱,緯度,經度,類別,城市,區域,說明,座標精度,Google Maps
博多 魚蔵（都ホテル博多）,33.5897,130.422761,餐飲,福岡,博多區・博多站,"博多 魚蔵 都ホテル博多
⭐ 福岡官方觀光網站列出的穆斯林對應餐廳。用經過清真認證的肉、不含豬肉與酒精的調味料做日本料理——這是清真旅客在福岡最容易吃到「日式正餐」的地方，而且就在博多站旁（你住東急STAY博多，走得到）。
⚠️ 需事先預約並告知清真需求；供餐內容可能異動。
清真：True",google,https://www.google.com/maps/search/?api=1&query=%E5%8D%9A%E5%A4%9A%20%E9%AD%9A%E8%94%B5%20%E9%83%BD%E3%83%9B%E3%83%86%E3%83%AB%E5%8D%9A%E5%A4%9A%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E5%8D%9A%E5%A4%9A%E7%AB%99
博多めんたいやまや食堂 MARK IS 福岡ももち店,33.592341,130.363893,餐飲,福岡,中央區・地行濱,"⭐ 明太子大廠「やまや」直營的定食食堂，2025/6/23 才開幕的九州第一家。168 小時熟成的明太子、現炊白飯、辣高菜三樣全部免費續，主菜是當地漁獲或肉類的定食，約 15 種配菜。⭐ 這補上了整趟唯一缺的一塊——把明太子當「一餐」吃，而不是只買回家當伴手禮。位置在 MARK IS 福岡ももち 3F，距三麗鷗角色夢幻樂園只有 306 m、步行 4 分。
⚠️ 店休日不定，跟著 MARK IS 福岡ももち 走——出發前查商場公告。11:00–22:00（L.O.21:00），64 席，TEL 092-836-8000。⚠️ 2025/6 才開的新店，食べログ 評分樣本還少。💡 同一棟 3F 是餐廳樓層，真的客滿也有其他選擇。
價位：定食約 ¥1,500–2,500
營業：11:00–22:00（L.O.21:00）；店休日不定（依 MARK IS 福岡ももち）
建議停留：1 小時",manual,https://www.google.com/maps/search/?api=1&query=%E5%8D%9A%E5%A4%9A%E3%82%81%E3%82%93%E3%81%9F%E3%81%84%E3%82%84%E3%81%BE%E3%82%84%E9%A3%9F%E5%A0%82%20MARK%20IS%20%E7%A6%8F%E5%B2%A1%E3%82%82%E3%82%82%E3%81%A1%E5%BA%97%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%9C%B0%E8%A1%8C%E6%BF%B1
博多もつ鍋 おおやま,33.588847,130.419729,餐飲,福岡,博多區,"博多もつ鍋おおやま
博多牛腸鍋的代表店之一，味噌鍋底濃厚，冬天暖身首選。
⚠️ 需訂位。本店只做晚餐（16:00 才開），中午去會吃到閉門羹；只休 12/31・1/1（另有不定休）。KITTE 博多等分店時間不同、中午有開。（原註記：博多站 KITTE 地下與本店都有；晚餐務必訂位。）
價位：約 ¥3,000–4,000／人
營業：本店 16:00–23:00（L.O.22:00）
建議停留：1.5 小時",google,https://www.google.com/maps/search/?api=1&query=%E5%8D%9A%E5%A4%9A%E3%82%82%E3%81%A4%E9%8D%8B%E3%81%8A%E3%81%8A%E3%82%84%E3%81%BE%20%E5%8D%9A%E5%A4%9A%E5%8D%80
博多もつ鍋 徳永屋 総本店,33.594423,130.41141,餐飲,福岡,博多區,"博多牛腸鍋在 Tabelog 排最前面的一家（比おおやま、やま中都高），冬天首選。
⚠️ 需訂位。
食べログ 3.73",google,https://www.google.com/maps/search/?api=1&query=%E5%8D%9A%E5%A4%9A%E3%82%82%E3%81%A4%E9%8D%8B%20%E5%BE%B3%E6%B0%B8%E5%B1%8B%20%E7%B7%8F%E6%9C%AC%E5%BA%97%20%E5%8D%9A%E5%A4%9A%E5%8D%80
博多一双 博多駅東本店,33.586378,130.4251,餐飲,福岡,博多區,"博多站附近評分最高的拉麵，泡系豚骨的代表；湯頭表面浮著細密泡沫。
博多站筑紫口步行約 5 分；用餐時段排隊。
價位：約 ¥900
食べログ 3.72",google,https://www.google.com/maps/search/?api=1&query=%E5%8D%9A%E5%A4%9A%E4%B8%80%E5%8F%8C%20%E5%8D%9A%E5%A4%9A%E9%A7%85%E6%9D%B1%E6%9C%AC%E5%BA%97%20%E5%8D%9A%E5%A4%9A%E5%8D%80
博多名代 吉塚うなぎ屋,33.592607,130.408956,餐飲,福岡,博多區・中洲,"1873 年創業的博多鰻魚老店，中洲河畔。若 2/11 柳川的鰻魚沒吃夠，這裡是市區版本。
⚠️ 定休：每週三＋第 2・4 週二（2026-08-19 查證）——本行程 2/3 是週三，吃不到。1873（明治 6）年創業。⚠️ 只接受電話訂位；用餐時段排隊，價位約 ¥4,000 起。
價位：約 ¥4,000 起
營業：10:30–21:00（O.S. 20:15，號碼牌 10:00 起發）
食べログ 3.71",google,https://www.google.com/maps/search/?api=1&query=%E5%8D%9A%E5%A4%9A%E5%90%8D%E4%BB%A3%20%E5%90%89%E5%A1%9A%E3%81%86%E3%81%AA%E3%81%8E%E5%B1%8B%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E4%B8%AD%E6%B4%B2
博多焼肉こうし,33.5942851,130.406696,餐飲,福岡,博多區・中洲川端,"中洲川端站出來 61 公尺，是這批裡離車站最近的一家。招牌是和牛與熟成菲力，食べログ 3.59、Google 4.5★。價位帶比西中洲那幾家友善。
博多區上川端町 11-8。⚠️ 17:00 開。食べログ 晚餐帶 ¥6,000–7,999、午餐 ¥3,000–3,999；Google 使用者回報 ¥3,000–9,000。與大東園本店同一條上川端商店街上，兩家可以互為備案。
價位：晚 ¥6,000–9,000／午 ¥3,000–3,999
營業：17:00 起
食べログ 3.59",google,https://www.google.com/maps/search/?api=1&query=%E5%8D%9A%E5%A4%9A%E7%84%BC%E8%82%89%E3%81%93%E3%81%86%E3%81%97%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E4%B8%AD%E6%B4%B2%E5%B7%9D%E7%AB%AF
叙々苑 KITTE博多店,33.5890614,130.4194858,餐飲,福岡,博多區・博多站,"離飯店最近的高分燒肉之一：東急STAY博多步行約 5 分，而且就在 KITTE 博多 10F——⭐ 2/12 排的寶可夢中心（博多マルイ 8F）在同一棟樓，回程日想吃燒肉這家動線最無腦。
全國連鎖但博多店評價很穩（Google 4.3★／597 則）。⚠️ 開到 23:00，晚場也吃得到；晚餐約 ¥8,000–9,999、午餐約 ¥3,000–3,999，建議先訂位。連鎖店的好處是外國人多、有圖片菜單、不會雞同鴨講。
價位：晚 ¥8,000–9,999／午 ¥3,000–3,999
營業：至 23:00
食べログ 3.54",google,https://www.google.com/maps/search/?api=1&query=%E5%8F%99%E3%80%85%E8%8B%91%20KITTE%E5%8D%9A%E5%A4%9A%E5%BA%97%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E5%8D%9A%E5%A4%9A%E7%AB%99
古材の森（旧西原邸）,33.560251,130.201472,餐飲,福岡,糸島市・前原中央,"古材の森
明治古民家／可參觀 2F／古民家下午茶
明治時期古民宅改的喫茶，可以上 2 樓參觀再坐下來喝茶。
🗓 定休：週三、週四——本行程在福岡的日子是 2/1(一)、2/2(二)、2/3(三)、2/4(四)、2/10(三)、2/11(四)、2/12(五)，排行程時避開。　有公休日，出發前查；午餐時段人多。
福岡県糸島市前原中央3-18-15
營業：週一–週二 11:30–17:00｜週五–週日 11:30–17:00｜週三、週四休
建議停留：1 小時",google,https://www.google.com/maps/search/?api=1&query=%E5%8F%A4%E6%9D%90%E3%81%AE%E6%A3%AE%20%E7%B3%B8%E5%B3%B6%E5%B8%82%E3%83%BB%E5%89%8D%E5%8E%9F%E4%B8%AD%E5%A4%AE
因幡烏龍麵（博多站前店）,33.59059,130.421134,餐飲,福岡,博多區,"因幡うどん 博多デイトス店
福岡其實是烏龍麵之鄉，湯頭清、麵體軟，跟讚岐的彈牙路線完全不同。牛蒡天婦羅烏龍麵是本地標準點法。
一碗約 ¥600–800，翻桌快不用排太久。博多站內的分店官方名是「博多デイトス店」（博多站デイトス內，另有博多 1 番街店）；11:00 開門，比原以為的早餐時段晚，抵達日午餐時段沒問題。
價位：約 ¥600–800
營業：11:00–22:30
建議停留：25 分",google,https://www.google.com/maps/search/?api=1&query=%E5%9B%A0%E5%B9%A1%E3%81%86%E3%81%A9%E3%82%93%20%E5%8D%9A%E5%A4%9A%E3%83%87%E3%82%A4%E3%83%88%E3%82%B9%E5%BA%97%20%E5%8D%9A%E5%A4%9A%E5%8D%80
在掌,33.589438,130.398619,餐飲,福岡,中央區・天神,"天神地區食べログ排行前段（4.03）。這批是我用 Tabelog 各區「依評分排序」頁面掃出來、原本名單漏掉的高分店。
⚠️ 只查證了分數與所在地區，營業時間、價位、是否需預約都未查證——多為高單價或預約制，去之前請用 popup 的食べログ連結自行確認。座標為區域概略位置，導航用 Google Maps 連結。
建議停留：1–2 小時
食べログ 4.03",area,https://www.google.com/maps/search/?api=1&query=%E5%9C%A8%E6%8E%8C%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%A4%A9%E7%A5%9E
夜明茶屋,33.159716,130.394908,餐飲,福岡,柳川市,"有明海的鄉土料理，吃得到彈塗魚（ムツゴロウ）等別處沒有的食材——柳川不只有鰻魚。
食べログ 3.43",nominatim,https://www.google.com/maps/search/?api=1&query=%E5%A4%9C%E6%98%8E%E8%8C%B6%E5%B1%8B%20%E6%9F%B3%E5%B7%9D%E5%B8%82
天山 本店,33.51949,130.532403,餐飲,福岡,太宰府市,"太宰府的和菓子老店，參道上的第三個梅ヶ枝餅選項。
食べログ 3.57",nominatim,https://www.google.com/maps/search/?api=1&query=%E5%A4%A9%E5%B1%B1%20%E6%9C%AC%E5%BA%97%20%E5%A4%AA%E5%AE%B0%E5%BA%9C%E5%B8%82
天麩羅処 ひらお（天神店）,33.588839,130.394289,餐飲,福岡,中央區・天神,"天麩羅処ひらお
福岡人吃天婦羅的首選，一份定食約 ¥800–1,200，現炸一道一道上桌，桌上還有免費吃到飽的醃魷魚。
CP 值極高所以永遠有人排；本店在機場附近，天神／博多的分店比較好排。
價位：約 ¥800–1,200
營業：10:30–21:00
建議停留：45 分",google,https://www.google.com/maps/search/?api=1&query=%E5%A4%A9%E9%BA%A9%E7%BE%85%E5%87%A6%E3%81%B2%E3%82%89%E3%81%8A%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%A4%A9%E7%A5%9E
寿司・活魚料理 玄海,33.565052,130.223465,餐飲,福岡,糸島市,"糸島的壽司與活魚料理，玄界灘漁獲。
食べログ 3.56",google,https://www.google.com/maps/search/?api=1&query=%E5%AF%BF%E5%8F%B8%E3%83%BB%E6%B4%BB%E9%AD%9A%E6%96%99%E7%90%86%20%E7%8E%84%E6%B5%B7%20%E7%B3%B8%E5%B3%B6%E5%B8%82
岐志漁港 牡蠣小屋,33.574626,130.120647,餐飲,福岡,糸島市,"糸島規模最大的牡蠣小屋聚落，十幾間並排、自己在炭火上烤。10 月到 4 月為季節，2 月最肥。
糸島規模最大的牡蠣小屋聚落（糸島 6 個漁港共 20 幾家，岐志最集中）；距筑前前原駅需搭計程車約 15 分（無便利公車），一籃約 ¥1,000。會期約 10 月底–3 月底。⚠️ 各家都是不定休，臨時去有風險，先打電話。油煙重，別穿好衣服。
價位：牡蠣一籃約 ¥1,000
營業：09:00–17:00（烤牡蠣 10:00 起）
建議停留：1.5 小時",google,https://www.google.com/maps/search/?api=1&query=%E5%B2%90%E5%BF%97%E6%BC%81%E6%B8%AF%20%E7%89%A1%E8%A0%A3%E5%B0%8F%E5%B1%8B%20%E7%B3%B8%E5%B3%B6%E5%B8%82
我逢人,33.590421,130.398924,餐飲,福岡,中央區・天神,"天神地區食べログ排行前段（4.14）。這批是我用 Tabelog 各區「依評分排序」頁面掃出來、原本名單漏掉的高分店。
⚠️ 只查證了分數與所在地區，營業時間、價位、是否需預約都未查證——多為高單價或預約制，去之前請用 popup 的食べログ連結自行確認。座標為區域概略位置，導航用 Google Maps 連結。
建議停留：1–2 小時
食べログ 4.14",area,https://www.google.com/maps/search/?api=1&query=%E6%88%91%E9%80%A2%E4%BA%BA%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%A4%A9%E7%A5%9E
椛島氷菓,33.159313,130.398964,餐飲,福岡,柳川市,"柳川的義式冰淇淋，遊船後散步順路。
食べログ 3.38",nominatim,https://www.google.com/maps/search/?api=1&query=%E6%A4%9B%E5%B3%B6%E6%B0%B7%E8%8F%93%20%E6%9F%B3%E5%B7%9D%E5%B8%82
極味や（福岡 PARCO 店）,33.590618,130.398678,餐飲,福岡,中央區・天神,"極味や 福岡パルコ店
福岡最會排隊的漢堡排店。肉排半生上桌，自己在熱鐵板上煎到喜歡的熟度，一份約 ¥1,500 起。
⚠️ 常排 40–60 分，開店（約 11:00）前 20 分去最快；福岡 PARCO 新館 B1。
價位：約 ¥1,500–2,500
營業：11:00–21:00
建議停留：1 小時",google,https://www.google.com/maps/search/?api=1&query=%E6%A5%B5%E5%91%B3%E3%82%84%20%E7%A6%8F%E5%B2%A1%E3%83%91%E3%83%AB%E3%82%B3%E5%BA%97%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%A4%A9%E7%A5%9E
河太郎 中洲本店,33.590066,130.409375,餐飲,福岡,博多區,"活花枝（イカ活き造り）的發源店，從呼子直送，透明花枝上桌後再把剩下的部分做成天婦羅。
約 ¥4,000–6,000；需訂位，花枝有時售完。定休日只有お盆與年末年始，2/3（三）正常營業；晚餐 17:30 開始（食物 L.O. 21:00）。
價位：約 ¥4,000–6,000
營業：午 11:45–14:00／晚 17:30–22:00（週日假日 17:00–21:30）
建議停留：1.5 小時
食べログ 3.72",google,https://www.google.com/maps/search/?api=1&query=%E6%B2%B3%E5%A4%AA%E9%83%8E%20%E4%B8%AD%E6%B4%B2%E6%9C%AC%E5%BA%97%20%E5%8D%9A%E5%A4%9A%E5%8D%80
油 ヒトツキ,33.588912,130.420828,餐飲,福岡,博多區・博多站,"博多地區食べログ排行前段（3.73）。這批是我用 Tabelog 各區「依評分排序」頁面掃出來、原本名單漏掉的高分店。
⚠️ 只查證了分數與所在地區，營業時間、價位、是否需預約都未查證——多為高單價或預約制，去之前請用 popup 的食べログ連結自行確認。座標為區域概略位置，導航用 Google Maps 連結。
建議停留：1–2 小時
食べログ 3.73",area,https://www.google.com/maps/search/?api=1&query=%E6%B2%B9%20%E3%83%92%E3%83%88%E3%83%84%E3%82%AD%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E5%8D%9A%E5%A4%9A%E7%AB%99
炭とおがわ,33.592424,130.405844,餐飲,福岡,博多區・中洲,"中洲地區食べログ排行前段（3.92）。這批是我用 Tabelog 各區「依評分排序」頁面掃出來、原本名單漏掉的高分店。
⚠️ 只查證了分數與所在地區，營業時間、價位、是否需預約都未查證——多為高單價或預約制，去之前請用 popup 的食べログ連結自行確認。座標為區域概略位置，導航用 Google Maps 連結。
建議停留：1–2 小時
食べログ 3.92",area,https://www.google.com/maps/search/?api=1&query=%E7%82%AD%E3%81%A8%E3%81%8A%E3%81%8C%E3%82%8F%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E4%B8%AD%E6%B4%B2
炭焼地鶏 山蔵,33.525797,130.551415,餐飲,福岡,太宰府市,"太宰府市內評分最高的餐廳（3.74），炭火地雞。
⚠️ 需訂位；離參道有一段距離。
食べログ 3.74",google,https://www.google.com/maps/search/?api=1&query=%E7%82%AD%E7%84%BC%E5%9C%B0%E9%B6%8F%20%E5%B1%B1%E8%94%B5%20%E5%A4%AA%E5%AE%B0%E5%BA%9C%E5%B8%82
焼き鳥 こと,33.588369,130.403433,餐飲,福岡,中央區・天神,"天神第 2 名的燒鳥，4.17 在燒鳥類是全國前段班。
⚠️ 需提前訂位。
食べログ 4.17",google,https://www.google.com/maps/search/?api=1&query=%E7%84%BC%E3%81%8D%E9%B3%A5%20%E3%81%93%E3%81%A8%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%A4%A9%E7%A5%9E
焼き鳥 松元 西中洲店,33.590885,130.405251,餐飲,福岡,博多區・西中洲,"西中洲的高評價燒鳥，也做水炊き，是「想吃燒鳥又想喝一杯」的選擇。
⚠️ 需訂位。
食べログ 3.67",google,https://www.google.com/maps/search/?api=1&query=%E7%84%BC%E3%81%8D%E9%B3%A5%20%E6%9D%BE%E5%85%83%20%E8%A5%BF%E4%B8%AD%E6%B4%B2%E5%BA%97%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E8%A5%BF%E4%B8%AD%E6%B4%B2
焼肉 多牛 博多駅南店,33.5856452,130.4237455,餐飲,福岡,博多區・博多站,"⭐ 離東急STAY博多最近的一家（步行約 3 分），而且是博多站周邊食べログ分數最高的燒肉（3.66）。價位親民、份量實在，Google 1,277 則評論 3.8★。
博多駅南 1-5-3，飯店走過去 3 分鐘。⚠️ 17:30 才開。食べログ價位帶 ¥5,000–5,999，Google 使用者回報平均 ¥2,000–6,000。也有壽喜燒與涮涮鍋。
價位：約 ¥3,000–6,000
營業：17:30 起
食べログ 3.66",google,https://www.google.com/maps/search/?api=1&query=%E7%84%BC%E8%82%89%20%E5%A4%9A%E7%89%9B%20%E5%8D%9A%E5%A4%9A%E9%A7%85%E5%8D%97%E5%BA%97%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E5%8D%9A%E5%A4%9A%E7%AB%99
焼肉 宮中 別邸,33.5932944,130.4072522,餐飲,福岡,博多區・中洲,"中洲的和牛燒肉，食べログ 3.64、Google 4.4★。就在中洲 3-6-7，中洲屋台街步行約 5 分——2/1 或 2/3 晚上想在中洲吃正餐而不是屋台，這家是高分選項。
博多區中洲 3-6-7 1F。⚠️ 17:00 開，人均超過 ¥10,000，需訂位。Google 評論只有 43 則（店小、客數少），分數高但樣本不大。同集團在櫛田神社前另有「焼肉 宮中」本店（食べログ 3.60）。
價位：人均 ¥10,000 以上
營業：17:00 起
食べログ 3.64",google,https://www.google.com/maps/search/?api=1&query=%E7%84%BC%E8%82%89%20%E5%AE%AE%E4%B8%AD%20%E5%88%A5%E9%82%B8%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E4%B8%AD%E6%B4%B2
焼肉すどう 春吉,33.589672,130.406139,餐飲,福岡,中央區・春吉,"福岡評價最高的燒肉系列店之一，春吉在天神與中洲之間。
⚠️ 需訂位。
食べログ 3.92",google,https://www.google.com/maps/search/?api=1&query=%E7%84%BC%E8%82%89%E3%81%99%E3%81%A9%E3%81%86%20%E6%98%A5%E5%90%89%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E6%98%A5%E5%90%89
焼肉・冷麺 大東園 本店,33.592771,130.411436,餐飲,福岡,博多區・中洲川端,"焼肉・冷麺 大東園本店
⭐ CP 值與順路兼顧的一家：博多老字號燒肉，Google 4.3★／1,948 則（這批裡評論數最多），16:00 就開、午餐帶只要 ¥1,000–1,999。位置在上川端町，中洲屋台街步行約 5 分、博多運河城步行圈內。
上川端町 1-1-1（中洲川端站旁）。⚠️ 16:00 開，比其他家早 1–1.5 小時，行程排 17:00 前吃晚餐也接得上。晚餐帶約 ¥6,000–7,999。有台灣客留言說店員很友善但建議先網路訂位。招牌是燒肉配冷麵。
價位：晚 ¥6,000–7,999／午 ¥1,000–1,999
營業：16:00 起
食べログ 3.65",google,https://www.google.com/maps/search/?api=1&query=%E7%84%BC%E8%82%89%E3%83%BB%E5%86%B7%E9%BA%BA%20%E5%A4%A7%E6%9D%B1%E5%9C%92%E6%9C%AC%E5%BA%97%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E4%B8%AD%E6%B4%B2%E5%B7%9D%E7%AB%AF
田中田式海鮮食堂 魚忠,33.585405,130.397749,餐飲,福岡,中央區・天神,"評分 3.76 但走食堂路線，午餐定食平價——是這份清單裡少數「高分又好進去」的店。
價位：午餐約 ¥1,000–2,000
食べログ 3.76",google,https://www.google.com/maps/search/?api=1&query=%E7%94%B0%E4%B8%AD%E7%94%B0%E5%BC%8F%E6%B5%B7%E9%AE%AE%E9%A3%9F%E5%A0%82%20%E9%AD%9A%E5%BF%A0%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%A4%A9%E7%A5%9E
磯ぎよし（天神本店）,33.592277,130.394411,餐飲,福岡,中央區・天神,"磯ぎよし 天神本店
福岡最有名的海鮮居酒屋之一，玄界灘當日漁獲，能吃到台灣少見的生鯖魚（生さば）。
⚠️ 務必訂位，人均約 ¥5,000–8,000。冬天是鯖魚與河豚的季節。
價位：約 ¥5,000–8,000
營業：17:00–23:00
建議停留：2 小時",google,https://www.google.com/maps/search/?api=1&query=%E7%A3%AF%E3%81%8E%E3%82%88%E3%81%97%20%E5%A4%A9%E7%A5%9E%E6%9C%AC%E5%BA%97%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%A4%A9%E7%A5%9E
福吉漁港 牡蠣小屋,33.505236,130.084537,餐飲,福岡,糸島市,"JR 筑肥線福吉駅步行約 15 分就到，是少數不用開車也能去的牡蠣小屋，適合 JR 為主的行程。
店家數比岐志少但免轉車；博多搭筑肥線約 70 分（部分班次需在姪濱轉車）。會期約 10 月底–3 月底，2 月正季。⚠️ 定休為「不定休」，出發前一定要打電話確認當天有開。🎁 平日＋搭電車來店多半有一杯免費飲料（生啤小杯或軟性飲料）的優惠，2/2 是週二又是搭 JR，記得問。油煙重，別穿好衣服。
價位：牡蠣一籃約 ¥1,000
營業：09:00–17:00（烤牡蠣 10:00 起）
建議停留：1.5 小時",google,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E5%90%89%E6%BC%81%E6%B8%AF%20%E7%89%A1%E8%A0%A3%E5%B0%8F%E5%B1%8B%20%E7%B3%B8%E5%B3%B6%E5%B8%82
立花うどん,33.168283,130.417042,餐飲,福岡,柳川市,"柳川的烏龍麵名店，鰻魚吃不下或預算有限時的選擇。
價位：約 ¥500–900
食べログ 3.56",nominatim,https://www.google.com/maps/search/?api=1&query=%E7%AB%8B%E8%8A%B1%E3%81%86%E3%81%A9%E3%82%93%20%E6%9F%B3%E5%B7%9D%E5%B8%82
糸島ほたる,33.584572,130.214324,餐飲,福岡,糸島市,"糸島的居酒屋兼海鮮食堂，當地評價高。
食べログ 3.61",google,https://www.google.com/maps/search/?api=1&query=%E7%B3%B8%E5%B3%B6%E3%81%BB%E3%81%9F%E3%82%8B%20%E7%B3%B8%E5%B3%B6%E5%B8%82
糸島食堂 本店,33.546476,130.171987,餐飲,福岡,糸島市,"海鮮丼專門店，糸島兜風路線上的定番午餐。
食べログ 3.53",google,https://www.google.com/maps/search/?api=1&query=%E7%B3%B8%E5%B3%B6%E9%A3%9F%E5%A0%82%20%E6%9C%AC%E5%BA%97%20%E7%B3%B8%E5%B3%B6%E5%B8%82
肉の雷橋,33.5885076,130.4025495,餐飲,福岡,中央區・天神南,"⭐ 天神最近、也最不傷荷包的高分選擇：天神地下街步行約 4 分（天神南站 79m），食べログ 3.64、Google 4.5★。走爐端燒×燒肉的混合路線，氣氛比正統燒肉店輕鬆。
中央區渡辺通 5-24-37。⚠️ 17:00 開。價位兩邊資料有落差：食べログ帶 ¥3,000–3,999、Google 使用者回報 ¥4,000–10,000——點法決定，先看菜單再點。座位不多，建議訂位。
價位：約 ¥4,000–8,000（點法差異大）
營業：17:00 起
食べログ 3.64",google,https://www.google.com/maps/search/?api=1&query=%E8%82%89%E3%81%AE%E9%9B%B7%E6%A9%8B%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%A4%A9%E7%A5%9E%E5%8D%97
若松屋（鰻魚蒸籠飯）,33.158438,130.396033,餐飲,福岡,柳川市,"柳川 若松屋
創業於 1860 年代的柳川鰻魚老店，せいろ蒸し（蒸籠飯）是柳川鄉土料理的代表。
約 ¥3,500–5,000；用餐高峰要排隊，建議 11:30 前或 14:00 後。週三休。
價位：約 ¥3,500–5,000
營業：11:00–19:00（週三休）
建議停留：1 小時
食べログ 3.56",nominatim,https://www.google.com/maps/search/?api=1&query=%E6%9F%B3%E5%B7%9D%20%E8%8B%A5%E6%9D%BE%E5%B1%8B%20%E6%9F%B3%E5%B7%9D%E5%B8%82
茶房きくち,33.52026,130.534,餐飲,福岡,太宰府市,"參道上可以坐下來吃現烤梅ヶ枝餅配抹茶的茶房。
食べログ 3.57",area,https://www.google.com/maps/search/?api=1&query=%E8%8C%B6%E6%88%BF%E3%81%8D%E3%81%8F%E3%81%A1%20%E5%A4%AA%E5%AE%B0%E5%BA%9C%E5%B8%82
葉隠うどん,33.583609,130.424652,餐飲,福岡,博多區,"博多烏龍麵的代表老店，牛蒡天婦羅烏龍麵是必點。一碗 ¥500 上下卻排到第 5 名。
博多站南側，步行約 12 分；賣完就關。
價位：約 ¥500–800
食べログ 3.74",nominatim,https://www.google.com/maps/search/?api=1&query=%E8%91%89%E9%9A%A0%E3%81%86%E3%81%A9%E3%82%93%20%E5%8D%9A%E5%A4%9A%E5%8D%80
赤身焼肉 USHIO 本店,33.582703,130.4221946,餐飲,福岡,博多區・博多站,"赤身焼肉 USHIO
博多發跡、已經開到倫敦的赤身（瘦肉）專門燒肉。Google 4.6★（283 則）——這批裡 Google 評價最高的一家，走精緻路線而非吃到飽。離飯店步行約 4 分。
博多駅南 2-11-13。⚠️ 17:30 才開，人均超過 ¥10,000（食べログ帶 ¥10,000–14,999），需訂位。想吃「和牛但不要一直油」的話這家最對；反之想大口吃五花就選多牛。
價位：人均 ¥10,000 以上
營業：17:30 起
食べログ 3.65",google,https://www.google.com/maps/search/?api=1&query=%E8%B5%A4%E8%BA%AB%E7%84%BC%E8%82%89%20USHIO%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E5%8D%9A%E5%A4%9A%E7%AB%99
郷土料理 嗣味,33.580607,130.406553,餐飲,福岡,中央區・天神,"想「一次吃到福岡鄉土料理」又要品質的話，這家評分最高（3.96）。
⚠️ 需訂位。
食べログ 3.96",google,https://www.google.com/maps/search/?api=1&query=%E9%83%B7%E5%9C%9F%E6%96%99%E7%90%86%20%E5%97%A3%E5%91%B3%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%A4%A9%E7%A5%9E
食事処マルタ活魚,33.549498,130.164079,餐飲,福岡,糸島市,"糸島活魚料理的代表，2/2 選 A 案吃完牡蠣小屋還有餘力時的另一站。
食べログ 3.62",google,https://www.google.com/maps/search/?api=1&query=%E9%A3%9F%E4%BA%8B%E5%87%A6%E3%83%9E%E3%83%AB%E3%82%BF%E6%B4%BB%E9%AD%9A%20%E7%B3%B8%E5%B3%B6%E5%B8%82
馳走なかむら,33.593293,130.404955,餐飲,福岡,博多區・中洲,"中洲地區食べログ排行前段（3.87）。這批是我用 Tabelog 各區「依評分排序」頁面掃出來、原本名單漏掉的高分店。
⚠️ 只查證了分數與所在地區，營業時間、價位、是否需預約都未查證——多為高單價或預約制，去之前請用 popup 的食べログ連結自行確認。座標為區域概略位置，導航用 Google Maps 連結。
建議停留：1–2 小時
食べログ 3.87",area,https://www.google.com/maps/search/?api=1&query=%E9%A6%B3%E8%B5%B0%E3%81%AA%E3%81%8B%E3%82%80%E3%82%89%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E4%B8%AD%E6%B4%B2
鮨 さかい,33.591059,130.405508,餐飲,福岡,中央區・天神,"天神第 1 名，也是九州分數最高的壽司店之一（4.53）。
⚠️ 極難訂，通常要透過飯店禮賓或熟客介紹，人均數萬日圓。列在這裡是給你知道天花板在哪。
食べログ 4.53",google,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%95%E3%81%8B%E3%81%84%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%A4%A9%E7%A5%9E
